School ID,Name,Address,,,,
490,"Champagnat Catholic College, Maroubra NSW","Donovan Avenue, NSW, Maroubra, Australia 2035",,,,
491,"St Columba Anglican School, Port Macquarie NSW","3 Iona Ave, NSW, Port Macquarie, Australia 2444",,,,
492,Gilston State School QLD,"588 Worongary Road, QLD, Gilston, Australia 4211",,,,
493,Bright P-12 College VIC,"Bakers Gully Road, VIC, Bright, Australia 3741",,,,
494,"Kildare Catholic College, Wagga Wagga NSW","Coleman Street, NSW, Wagga Wagga, Australia 2650",,,,
497,"Westfields Sports High School, Fairfield West NSW","Hamilton Rd, NSW, Fairfield West, Australia 2165",,,,
498,"McAuley Catholic College, Clarenza NSW","Pacific Highway, NSW, Grafton, Australia 2460",,,,
503,"Park Avenue State School, Rockhampton QLD","5-13 Main Street, QLD, Rockhampton North, Australia 4700",,,,
504,"Christies Beach High School, Christie Downs SA","Morton Road, SA, Christie Downs, Australia 5164",,,,
505,"Mackillop Senior College, Port Macquarie NSW","Lochinvar Place, NSW, Port Macquarie, Australia 2444",,,,
531,Toormina High School NSW,"Armstrong Drive, NSW, Toormina, Australia 2452",,,,
532,Gymea Technology High School NSW,"Prince Hwy, NSW, Gymea, Australia 2227",,,,
533,Ararat College VIC,"Barkly St, VIC, Ararat, Australia 3377",,,,
534,"Domremy College, Five Dock NSW","121 First Avenue, NSW, Five Dock, Australia 2046",,,,
535,St Philip's Christian College (Port Stephens) NSW,"182 Salamander Way, NSW, Salamander Bay, Australia 2317",,,,
537,"Mt Maria College, Petrie QLD","Armstrong Street, QLD, Petrie, Australia 4502",,,,
539,"Brigidine College, St Ives NSW","325 Mona Vale Road, NSW, St Ives, Australia 2075",,,,
541,"Five Islands Secondary College, Port Kembla NSW","Military Road, NSW, Port Kembla, Australia 2505",,,,
542,Doonside Technology High School NSW,"Power St, NSW, Doonside, Australia 2767",,,,
544,"Bishop Tyrell Anglican College, Fletcher NSW","256 Minmi Road, NSW, Fletcher, Australia 2287",,,,
546,Emerald Christian College QLD,"Lot 2 Gregory Highway, QLD, Emerald, Australia 4720",,,,
547,Tooleybuc Central School NSW,"Murray Street, NSW, Tooleybuc, Australia 2736",,,,
549,"Carroll College, Broulee NSW","George Bass Drive, NSW, Broulee, Australia 2537",,,,
550,Brunswick Junction Primary WA,"Vincent Street, WA, Brunswick Junction, Australia 6224",,,,
551,"Tweed River High School, Tweed Heads Sth NSW","Heffron St, NSW, Tweed Heads South, Australia 2486",,,,
553,Ingleburn High School NSW,"Oxford Rd, NSW, Ingleburn, Australia 2565",,,,
554,Cranebrook High School NSW,"Hoskings St, NSW, Cranebrook, Australia 2749",,,,
555,"Rosebank College, Five Dock NSW","1a Harris Road, NSW, Five Dock, Australia 2046",,,,
556,"Narrabeen Sports High School, Nth Narrabeen NSW","10 Namona St, NSW, North Narrabeen, Australia 2101",,,,
559,"Tasmanian eSchool (Southern Campus), Howrah TAS","26 Lampton Ave, TAS, Derwent Park, Australia 7009",,,,
561,Ashford Central School NSW,"Albury Street, NSW, Ashford, Australia 2361",,,,
562,Narromine High School NSW,"13 Merilba Street, NSW, Narromine, Australia 2821",,,,
564,Erskine Park High School NSW,"Swallow Drive, NSW, Erskine Park, Australia 2759",,,,
569,"Bellfield College, Rossmore NSW","31 Rossmore Ave West, NSW, Rossmore, Australia 2557",,,,
570,"Hunter School of Performing Arts, Broadmeadow NSW","Lambton Road, NSW, Broadmeadow, Australia 2292",,,,
571,"De La Salle College, Caringbah NSW","389 Port Hacking Rd, NSW, Caringbah, Australia 2229",,,,
572,"Hawkesbury High School, Freemans Reach NSW","1 Hibberts Lane, NSW, Freemans Reach, Australia 2756",,,,
573,Mountain Creek State High School QLD,"Lady Musgrave Drive, QLD, Mooloolaba, Australia 4557",,,,
575,"Chatham High School, Taree NSW","Davis St, NSW, Chatham, Australia 2430",,,,
576,Sunnybank State High School QLD,"P.O Box2, QLD, Sunnybank, Australia 4109",,,,
577,Bonalbo Central School NSW,"Yabbra Street, NSW, Bonalbo, Australia 2469",,,,
578,Barellan Central School NSW,"Boree St, NSW, Barellan, Australia 2665",,,,
579,"Mackillop College, Port Macquarie NSW","Ocean Drive, NSW, Port Macquarie, Australia 2444",,,,
581,"Crestwood High School, Baulkham Hills NSW","17 Chapel Lane, NSW, Baulkham Hills, Australia 2153",,,,
582,"St Andrew's College, Marayong NSW","116 Quakers Rd, NSW, Marayong, Australia 2148",,,,
583,Hunter River High School,"Elkin Avenue, NSW, Heatherbrae, Australia 2324",,,,
584,"Calrossy Anglican School, Tamworth NSW","132 Brisbane Street, NSW, Tamworth, Australia 2340",,,,
585,"Aquinas College, Menai NSW","Anzac Rd, NSW, Menai, Australia 2234",,,,
586,"Chevalier College, Bowral NSW","Moss Vale Rd, NSW, Bowral, Australia 2576",,,,
588,Ballajura Community College,"Illawarra Crescent, WA, Ballajura, Australia 6066",,,,
592,Gloucester High School NSW,"Ravenshaw Street, NSW, Gloucester, Australia 2422",,,,
593,Coffs Harbour Senior College NSW,"Hogbin Drive, NSW, Coffs Harbour, Australia 2450",,,,
594,"Eltham College of Education, Research VIC","1660 Main Road, VIC, Research, Australia 3095",,,,
596,Scone High School,"Gundy Road, NSW, Scone, Australia 2337",,,,
598,"St Francis Xaviers College, Hamilton NSW","PO Box 300, NSW, Hamilton, Australia 2303",,,,
601,"Edward John Eyre High School, Whyalla Norrie SA","Grundel Street, SA, Whyalla Norrie, Australia 5608",,,,
602,Gleneagles Secondary College VIC,"Reems Blvd, VIC, Endeavour Hills, Australia 3802",,,,
606,"Wesley College, Glen Waverley VIC","620 High Street Road, VIC, Glen Waverley, Australia 3150",,,,
612,"East Loddon P-12 College, Dingee VIC","Dingee Rd, VIC, Dingee, Australia 3571",,,,
613,"Aranmore Catholic College, Leederville WA","41 Franklin St, WA, Leederville, Australia 6007",,,,
614,"King Island District High School, Currie TAS","PO Box 168, TAS, Currie, Australia 7256",,,,
616,"Mercedes College, Perth WA","Victoria Square, WA, Perth, Australia 6000",,,,
624,"The Scots PGC College, Warwick QLD","60 Oxenham St, QLD, Warwick, Australia 4370",,,,
625,Bulli High School NSW,"Ursula Road, NSW, Bulli, Australia 2516",,,,
627,Alkira Secondary College,"15 Nurture Ave, VIC, Cranbourne North, Australia 3977",,,,
629,Echuca College VIC,"Crofton St, VIC, Echuca, Australia 3564",,,,
632,"Concordia College, Highgate SA","45 Cheltenham Street, SA, Highgate, Australia 5063",,,,
633,Elliston Area School,"Flinders Highway, SA, Elliston, Australia 5670",,,,
639,"The Glennie School, Toowoomba QLD","Herries St, QLD, Toowoomba, Australia 4350",,,,
644,Jurien Bay District High School WA,"Hammersley Street, WA, Jurien Bay, Australia 6516",,,,
646,Moama Anglican Grammar School NSW,"2 Kirchhofer Street, VIC, Moama, Australia 2741",,,,
648,Golden Grove High School SA,"Adey Place, SA, Golden Grove, Australia 5125",,,,
649,"Lumen Christi College, Gosnells WA","90 Station Road, WA, Gosnells, Australia 6112",,,,
651,"WA College of Agriculture, Cunderdin WA","267 Cunderdin-Wyalkatchem Rd, WA, Cunderdin, Australia 6407",,,,
656,Wynyard High School TAS,"PO Box 212, TAS, Wynyard, Australia 7325",,,,
657,"Fahan School, Sandy Bay TAS","PO Box 2090, TAS, Lower Sandy Bay, Australia 7005",,,,
658,"Ironside State School, St Lucia QLD","2 Hawken Drive, QLD, St Lucia, Australia 4067",,,,
659,Box Hill High School VIC,"Whitehorse rd, VIC, Box Hill, Australia 3128",,,,
662,"Appin Park Primary, Wangaratta VIC","Appin Street, VIC, Wangaratta, Australia 3670",,,,
664,Catholic College Bendigo (Coolock Campus) VIC,"Barkly St, VIC, Bendigo, Australia 3550",,,,
668,Narrogin Senior High School WA,"Gray Street, WA, Naroogin, Australia 6312",,,,
669,"Nagle College, Bairnsdale VIC","Lindenow Rd, VIC, Bairnsdale, Australia 3875",,,,
672,Camperdown College (Wilson Street Campus) VIC,"Wilson Street, VIC, Camperdown, Australia 3260",,,,
673,Clarence Valley Anglican School,"74 Centenary Drv, NSW, Clarenza, Australia 2460",,,,
674,Capella State High School QLD,"Gordon St, QLD, Capella, Australia 4723",,,,
675,"Nightcliff Middle School, Rapid Creek NT","Nightcliff Rd, NT, Nightcliff, Australia 0810",,,,
676,Cunnamulla State School QLD,"17 Francis Street, QLD, Cunnamulla, Australia 4490",,,,
677,Bowen State School QLD,"Kennedy Street, QLD, Bowen, Australia 4805",,,,
680,Glenden State School QLD,"Gilham Terrace, QLD, Glenden, Australia 4743",,,,
686,"St Joseph's College, Hunters Hill NSW","mark st, NSW, Hunters Hill, Australia 2110",,,,
687,Gladstone State High School QLD,"Dawson Hwy, QLD, Gladstone, Australia 4680",,,,
688,Hurlstone Agricultural High School NSW,"Roy Watts Road, NSW, Glenfield, Australia 2167",,,,
689,Lightning Ridge Central School NSW,"Kaolin Street, NSW, Lightning Ridge, Australia 2834",,,,
690,Erina High School NSW,"The Entrance Road, NSW, Erina, Australia 2250",,,,
693,"St Patrick's College, Ballarat VIC","1431 Sturt Street, VIC, Ballarat, Australia 3350",,,,
696,"Mercedes College, Springfield SA","540 Fullarton Road, SA, Springfield, Australia 5062",,,,
697,"Chifley College (Senior Campus), Mt Druitt NSW","North Parade, NSW, Mt Druitt, Australia 2770",,,,
699,Oaklands Central School NSW,"Coreen Street, NSW, Oaklands, Australia 2646",,,,
700,"O'Connor Catholic College, Armidale NSW","Kirkwood St, NSW, Armidale, Australia 2350",,,,
703,Balnarring Primary VIC,"Civic court, VIC, Balnarring, Australia 3926",,,,
704,Townsville Grammar School (North Ward Campus) QLD,"45 Paxton Street, QLD, North Ward, Australia 4810",,,,
708,Keith Area School,"Tolmer Terrace, SA, Keith, Australia 5267",,,,
712,Bingara Central School NSW,"55 Finch Street, NSW, Bingara, Australia 2404",,,,
713,Cervantes Primary WA,"26 Iberia Street, WA, Cervantes, Australia 6511",,,,
715,Nowra High School NSW,"PO Box 183, NSW, Nowra, Australia 2541",,,,
717,"Redeemer Lutheran College, Rochedale QLD","745 Rochedale R, QLD, Rochedale, Australia 4123",,,,
719,Glenburnie Primary SA,"Kromelite Road, SA, Glenburnie, Australia 5291",,,,
720,Casino High School NSW,"Queensland Rd, NSW, Casino, Australia 2470",,,,
721,"Duval High School, Armidale NSW","Crest Rd., NSW, Armidale, Australia 2350",,,,
725,"Magdalene Catholic High School, Narellan NSW","Smeaton Grange Road, NSW, Narellan, Australia 2567",,,,
727,Woonona High School NSW,"Nicholson Rd, NSW, Woonona, Australia 2517",,,,
729,"Living Waters Lutheran College, Warnbro WA","176 Currie Street, WA, Rockingham City, Australia 6168",,,,
730,"Cedar College, Northfield SA","215 - 233 Forsters Road, SA, Northgate, Australia 5085",,,,
731,"Ballarat Christian College, Sebastopol VIC","PO Box 183, VIC, Sebastopol, Australia 3356",,,,
733,Bowen State High School QLD,"1-9 Argyle Park Road, QLD, Bowen, Australia 4805",,,,
737,Uralla Central School NSW,"Park St, NSW, Uralla, Australia 2358",,,,
738,"St Joseph's Catholic School, Oberon NSW","Queen Street, NSW, Oberon, Australia 2787",,,,
739,Balranald Central School NSW,"We St, NSW, Balranald, Australia 2715",,,,
740,Luther College,"Plymouth Rd, VIC, Croydon, Australia 3136",,,,
742,Booleroo Centre District School SA,"Box 42, SA, Booleroo Centre, Australia 5482",,,,
743,Goovigen State School QLD,"c/- The Post Office, QLD, Goovigen, Australia 4702",,,,
744,"All Saints Boys College, Liverpool NSW","43 Bigge St, NSW, Liverpool, Australia 2170",,,,
745,"Granville South Public School, Guildford NSW","53 Rowley Rd, NSW, Guildford, Australia 2161",,,,
755,Mossman State High School QLD,"Front Street, QLD, Mossman, Australia 4873",,,,
757,Maclean High School,"Wombah St., NSW, Maclean, Australia 2463",,,,
760,Forest Hill College (Burwood Heights Campus) VIC,"Mahoneys Rd, VIC, Burwood East, Australia 3151",,,,
762,"Emmaus College, North Rockhampton QLD","362 Yaamba Road, QLD, North Rockhampton, Australia 4700",,,,
763,Jesmond Public School NSW,"Ralph st, NSW, Jesmond, Australia 2299",,,,
764,Chester Hill High School NSW,"Kenward Avenue, NSW, Chester Hill, Australia 2162",,,,
766,"Barker College, Waitara NSW","91 Pacific Highway, NSW, Hornsby, Australia 2077",,,,
771,"Mercy College, Mackay QLD","PO Box 5646, QLD, Mackay, Australia 4741",,,,
772,"Xavier High School, North Albury NSW","Fallon Street, NSW, Albury, Australia 2640",,,,
773,Bundoora Secondary College VIC,"Balmoral Ave, VIC, Bundoora, Australia 3083",,,,
775,"Avondale School, Cooranbong NSW","119 Avondale Rd, NSW, Cooranbong, Australia 2265",,,,
777,"Lakes Grammar, An Anglican School, Warnervale NSW","Cnr Sparks Rd, NSW, Warnervale, Australia 2259",,,,
779,"Ogilvie High School, New Town TAS","228 New Town Rd, TAS, New Town, Australia 7008",,,,
780,"Frayne College, Baranduda VIC","Po Box 1223, VIC, Wodonga, Australia 3689",,,,
782,"Canteen Creek School, Alice Springs NT","Canteen Creek School, NT, Canteen Creek, Australia 0872",,,,
783,Joondalup Primary WA,"150 Blue Mountain Drive, WA, Joondalup, Australia 6027",,,,
784,"Arthur Phillip High School, Parramatta NSW","Smith Street, NSW, Parramatta, Australia 2150",,,,
787,"The Thebarton Senior College, Torrensville SA","40 Ashley Street, SA, Torrensville, Australia 5031",,,,
790,"Bible Baptist Christian Academy, Mount Helena WA","6-8 Chidlow Street, WA, Mount Helena, Australia 6082",,,,
791,Maitland Grossmann High School,"Cumberland Avenue, NSW, East Maitland, Australia 2323",,,,
792,"Fort Street High School, Petersham NSW","Parramatta Road, NSW, Petersham, Australia 2149",,,,
793,"Kotara High School, Adamstown NSW","Lexington Parade, NSW, Adamstown, Australia 2289",,,,
796,"Hamilton Secondary College, Mitchell Park SA","815 Marion Road, SA, Mitchell Park, Australia 5043",,,,
802,Mildura South Primary School VIC,"1587 Deakin Avenue, VIC, Mildura, Australia 3500",,,,
804,"Al Sadiq College, Greenacre NSW","114 Waterloo Dr, NSW, Greenacre, Australia 2190",,,,
809,Campbell Town District High School TAS,"Po Box 33, TAS, Campbell Town, Australia 7210",,,,
810,"Patrician Brothers College, Fairfield NSW","268 Horsley Drive, NSW, Fairfield, Australia 2165",,,,
814,Kingston High School TAS,"Kingston View Drive, TAS, Kingston, Australia 7050",,,,
816,Wyndham District High School WA,"Coverley St, WA, Wyndham, Australia 6740",,,,
817,Eltham High School VIC,"Withers Way, VIC, Eltham, Australia 3095",,,,
819,"Cerdon College, Merrylands NSW","Sherwood Road, NSW, Merrylands, Australia 2160",,,,
820,Cooktown State School QLD,"PO Box 4, QLD, Cooktown, Australia 4895",,,,
821,Charters Towers School of Distance Education QLD,"P.O.Box 685, QLD, Charters Towers, Australia 4820",,,,
825,"Scotch College (Middle School), Torrens Park SA","Carruth Rd, SA, Torrens Park, Australia 5062",,,,
827,Campbell High School ACT,"Treloar Cresent, ACT, Campbell, Australia 2612",,,,
832,"Eastern Hills Senior High School, Mount Helena WA","Keane St, WA, Mt Helena, Australia 6082",,,,
833,"Mount St Benedict College, Pennant Hills NSW","449c Pennant Hills Rd, NSW, Pennant Hills, Australia 2120",,,,
834,"Cumberland High School, Carlingford NSW","Pennant Hills Rd, NSW, Carlingford, Australia 2118",,,,
835,"Savio Education Centre, Penrith NSW","53 Evans St, NSW, Penrith, Australia 2750",,,,
837,"Sacred Heart College, Newtown TAS","2 Cross street, TAS, New Town, Australia 7008",,,,
838,Coonabarabran High School NSW,"Newell Highway, NSW, Coonabarabran, Australia 2357",,,,
841,Lindisfarne Anglican Grammar NSW,"Mahers Lane, NSW, Terranora, Australia 2486",,,,
843,Goroke P-12 College VIC,"Box 132, VIC, Goroke, Australia 3412",,,,
844,Ballam Park Primary School,"Belar Ave, VIC, Frankston, Australia 3910",,,,
845,"Highvale Secondary College, Glen Waverley VIC","Capital Ave, VIC, Glen Waverley, Australia 3150",,,,
846,"Newington College, Stanmore NSW","200 Stanmore Road, NSW, Stanmore, Australia 2048",,,,
848,"St Peter Claver College, Riverview QLD","10 Old Ipswich Rd, QLD, Riverview, Australia 4303",,,,
849,"St Peter's Catholic College, Tuggerah NSW","84 Gavenlock Rd, NSW, Tuggerah, Australia 2261",,,,
850,Loreto Normanhurst NSW,"Pennant Hills Road, NSW, Normanhurst, Australia 2076",,,,
852,Bulahdelah Central School NSW,"8 Meade Street, NSW, Bulahdelah, Australia 2423",,,,
853,"Comet Bay College, Secret Harbour WA","2 Allatoona Ave, WA, Secret Harbour, Australia 6173",,,,
854,Condobolin High School NSW,"Innes Street, NSW, Condobolin, Australia 2877",,,,
855,"Oxley College, Burradoo NSW","PO Box 552, NSW, Burradoo, Australia 2576",,,,
856,Corrimal East Public School NSW,"Duff Pde, NSW, Corrimal East, Australia 2518",,,,
857,Harts Range School NT,"PMB 162, NT, Harts Range, Australia 0872",,,,
858,"Serpentine Jarrahdale Grammar School, Mundijong WA","Locked Bag 1, WA, Mundijong, Australia 6123",,,,
860,"Holy Cross College, Ryde NSW","517 Victoria Rd, NSW, Ryde, Australia 2112",,,,
861,"Evans High School, Blacktown NSW","166 Walters Road, NSW, Blacktown, Australia 2148",,,,
865,Ryde Secondary College,"5 Malvina St, NSW, Ryde, Australia 2112",,,,
866,"St Joseph's Catholic High School, Albion Park NSW","PO Box 130   16 Macquarie St, NSW, Albion Park, Australia 2527",,,,
868,"St Mary's College, Toowoomba QLD","286 Margaret Street, QLD, Toowoomba, Australia 4350",,,,
871,"Ocean Road Primary School, Dawesville WA","Ocean Road, WA, Dawesville, Australia 6210",,,,
872,Casino Christian Community School NSW,"93 Manifold Rd, NSW, North Casino, Australia 2470",,,,
873,Eagle Vale High School NSW,"Drysdale Road, NSW, Eagle Vale, Australia 2558",,,,
874,Goondiwindi State High School QLD,"3 Sandhurst Street, LMB 1, QLD, Goondiwindi, Australia 4390",,,,
875,Laverton Primary School WA,"Lancefield Street, WA, Laverton, Australia 6440",,,,
878,Benowa State High School QLD,"Mediterranean Dr, QLD, Benowa, Australia 4217",,,,
879,"Trinity College (St Mary's Campus), Lismore NSW","1 Dawson Street, NSW, Lismore, Australia 2480",,,,
880,Collinsville State High School QLD,"Walker Street, QLD, Collinsville, Australia 4804",,,,
881,"Hedland Senior High School, South Hedland WA","45 Robert Street, WA, South Hedland, Australia 6722",,,,
883,"Marian College, Ararat VIC","304 Barkly Street, VIC, Ararat, Australia 3377",,,,
887,"SCECGS Redlands (Military Rd Campus), Cremorne NSW","272 Military Rd, NSW, Cremorne, Australia 2090",,,,
888,"Northern Beaches Christian School, Terry Hills NSW","1 Echunga Street, NSW, Terrey Hills, Australia 2084",,,,
889,"Thomas Carr College, Tarneit VIC","35 Thomas Carr Drive, VIC, Tarneit, Australia 3029",,,,
890,Mount Annan Christian College NSW,"347 Narellan Road, NSW, Mount Annan, Australia 2567",,,,
891,"New England Girls School, Armidale NSW","Uralla Road, NSW, Armidale, Australia 2350",,,,
892,"Central Midlands Senior High School, Moora WA","Ranfurly Street, WA, Moora, Australia 6510",,,,
